,0x0,0xffffffff,0x7fffffff
cos_rz,0x9773d962,0x688c269d,0x688c269d
FPrimitiveCalcPosParticleNT,0xcbdd9f78,0x34226087,0x34226087
FPrimitiveCalcPosPolyline,0xb69857f1,0x4967a80e,0x4967a80e
d_1_32,0x8b2f760c,0x74d089f3,0x74d089f3
eye_vec,0x363ebc1e,0xc9c143e1,0x49c143e1
v_side,0xd43fd3cc,0x2bc02c33,0x2bc02c33
FPrimitiveCalcPosCloudBillboard,0xebe90558,0x1416faa7,0x1416faa7
FPrimitiveCalcPosCloud,0xcf4a5e24,0x30b5a1db,0x30b5a1db
FPrimitiveCalcDepthBlend,0x5b704f3a,0xa48fb0c5,0x248fb0c5
FPrimitiveCalcDepthBlendDefault,0x3b20138a,0xc4dfec75,0x44dfec75
view_z,0x282efa1e,0xd7d105e1,0x57d105e1
z_div,0xa4a9779c,0x5b568863,0x5b568863
FPrimitiveCalcVolumeBlend,0x84be7ca4,0x7b41835b,0x7b41835b
FPrimitiveCalcVolumeBlendDefault,0x2e2b949d,0xd1d46b62,0x51d46b62
ivol,0x9177296c,0x6e88d693,0x6e88d693
nvol,0xca011d5,0xf35fee2a,0x735fee2a
FPrimitiveCalcVolumeBlendPS,0x9ad88fa1,0x6527705e,0x6527705e
bm_alpha,0xf69721df,0x968de20,0x968de20
c_alpha,0xcc28fd53,0x33d702ac,0x33d702ac
FPrimitiveCalcVolumeBlendPSVolume,0x4ca481b0,0xb35b7e4f,0x335b7e4f
vrate,0x4e180257,0xb1e7fda8,0x31e7fda8
FPrimitiveCalcVolumeBlendPSInvVolume,0x8c00e6ff,0x73ff1900,0x73ff1900
FPrimitiveCalcVolumeBlendPSDepthVolume,0x63ae5fdf,0x9c51a020,0x1c51a020
vnear,0xe7b8217f,0x1847de80,0x1847de80
vfar,0xe1a7dd38,0x1e5822c7,0x1e5822c7
FPrimitiveCalcPosVolumeBlendDepthVolume,0x4bd56c62,0xb42a939d,0x342a939d
FPrimitiveCalcPosVolumeBlendDepthVolumeDefault,0x42fc84bb,0xbd037b44,0x3d037b44
v_dir,0x66345e84,0x99cba17b,0x19cba17b
FPrimitiveCalcFog,0x75b405d8,0x8a4bfa27,0xa4bfa27
FPrimitiveCalcFogColor,0xb9d37838,0x462c87c7,0x462c87c7
FPrimitiveCalcFogAlpha,0xf6509bb,0xf09af644,0x709af644
FPrimitiveCalcFogBlend,0x741841f9,0x8be7be06,0xbe7be06
FPrimitiveCalcFogPS,0x308b81c9,0xcf747e36,0x4f747e36
FPrimitiveCalcFogPSDefault,0x96975d44,0x6968a2bb,0x6968a2bb
FPrimitiveCalcShade,0x7541bb5e,0x8abe44a1,0xabe44a1
FPrimitiveCalcShadeColor,0xc9d7b598,0x36284a67,0x36284a67
att_l,0xacf2324f,0x530dcdb0,0x530dcdb0
exp_c,0x84129e7a,0x7bed6185,0x7bed6185
FPrimitiveCalcShadeColorRatio,0x64850ab0,0x9b7af54f,0x1b7af54f
expv,0xe1074c3a,0x1ef8b3c5,0x1ef8b3c5
iexpv,0x92437107,0x6dbc8ef8,0x6dbc8ef8
FPrimitiveCalcEye,0x85646f7a,0x7a9b9085,0x7a9b9085
FPrimitiveCalcEyeDefault,0x2b6c9c2d,0xd49363d2,0x549363d2
FPrimitiveCalcNTB,0xc116f1f,0xf3ee90e0,0x73ee90e0
FPrimitiveCalcNTBPolygon,0x777b48ac,0x8884b753,0x884b753
FPrimitiveCalcNTBParticle,0x7a4dde03,0x85b221fc,0x5b221fc
irotz,0x2b3e22fb,0xd4c1dd04,0x54c1dd04
cv,0xb66ffe92,0x4990016d,0x4990016d
FPrimitiveCalcNTBPolyline,0xe3411562,0x1cbeea9d,0x1cbeea9d
FPrimitiveCalcNTBTessParticle,0xe8f37782,0x170c887d,0x170c887d
FPrimitiveCalcDiffuse,0x6db2048c,0x924dfb73,0x124dfb73
FPrimitiveCalcDiffuseNormalMap,0xb0a73f09,0x4f58c0f6,0x4f58c0f6
FPrimitiveUVClamp,0xffd0849a,0x2f7b65,0x2f7b65
FPrimitiveUVClampDefault,0xb58a3f57,0x4a75c0a8,0x4a75c0a8
FPrimitiveParallax,0x2e1aa8a6,0xd1e55759,0x51e55759
idy,0x900f4e86,0x6ff0b179,0x6ff0b179
FPrimitiveParallaxDefault,0x976a1bba,0x6895e445,0x6895e445
parallax_blend,0x93b70bfa,0x6c48f405,0x6c48f405
height_map,0xa18c8687,0x5e737978,0x5e737978
new_texcoord,0x9d24f821,0x62db07de,0x62db07de
t_c,0x452168e7,0xbade9718,0x3ade9718
FPrimitiveParallaxScale,0x40897ed6,0xbf768129,0x3f768129
FPrimitiveParallaxScaleDefault,0xf23ae953,0xdc516ac,0xdc516ac
FPrimitiveCalcSpecular,0x3130bf2a,0xcecf40d5,0x4ecf40d5
mask_map,0x9fdb783c,0x602487c3,0x602487c3
FPrimitiveCalcSpecularDefault,0x4504d973,0xbafb268c,0x3afb268c
w_reflect,0xed254aef,0x12dab510,0x12dab510
spec,0xc00e173e,0x3ff1e8c1,0x3ff1e8c1
spec_fact,0x203ab80b,0xdfc547f4,0x5fc547f4
FPrimitiveDepthComparison,0x38282d9,0xfc7d7d26,0x7c7d7d26
FPrimitiveDepthComparisonEnable,0x4f0da3f8,0xb0f25c07,0x30f25c07
cmp_z,0x8fe64b7,0xf7019b48,0x77019b48
z_limit,0x9118f544,0x6ee70abb,0x6ee70abb
FPrimitiveCloudEnv,0x5d9bbe1,0xfa26441e,0x7a26441e
FPrimitiveCloudEnvDefault,0x4a029a4c,0xb5fd65b3,0x35fd65b3
vcs,0x28e1d512,0xd71e2aed,0x571e2aed
vcv,0x588b219d,0xa774de62,0x2774de62
cos_theta,0x674e1658,0x98b1e9a7,0x18b1e9a7
dir_plus,0x62b2b323,0x9d4d4cdc,0x1d4d4cdc
dir_negative,0x6ee5deb0,0x911a214f,0x111a214f
av,0x84599c10,0x7ba663ef,0x7ba663ef
FPrimitiveCloudColor,0x202c6c94,0xdfd3936b,0x5fd3936b
FPrimitiveCloudColorDefault,0xec51c976,0x13ae3689,0x13ae3689
FPrimitiveTessellate,0xb97c4890,0x4683b76f,0x4683b76f
barycent_coord,0x87431d6e,0x78bce291,0x78bce291
tri_patch,0x62ccc2a5,0x9d333d5a,0x1d333d5a
world_pos,0xff85f741,0x7a08be,0x7a08be
normal_height,0x7ebefa06,0x814105f9,0x14105f9
pos_height,0x25d4e81a,0xda2b17e5,0x5a2b17e5
neg_height,0x716cec0e,0x8e9313f1,0xe9313f1
o_fog,0x33c73c74,0xcc38c38b,0x4c38c38b
FPrimitiveTessellateParticle,0x9601d587,0x69fe2a78,0x69fe2a78
uv_pos,0x704908f4,0x8fb6f70b,0xfb6f70b
h_n,0x2eac4e4e,0xd153b1b1,0x5153b1b1
h_t,0xd3ceb734,0x2c3148cb,0x2c3148cb
h_b,0x271a0265,0xd8e5fd9a,0x58e5fd9a
VS_Primitive,0x447704b5,0xbb88fb4a,0x3b88fb4a
occ_factor,0x718bf94f,0x8e7406b0,0xe7406b0
ntb,0x55e783be,0xaa187c41,0x2a187c41
PS_Primitive,0xab4aa155,0x54b55eaa,0x54b55eaa
fog_out,0x727f1b0c,0x8d80e4f3,0xd80e4f3
f_color,0x28a6a377,0xd7595c88,0x57595c88
f_tex,0x5692cc64,0xa96d339b,0x296d339b
base_color,0xdb7dd93b,0x248226c4,0x248226c4
w_normal,0x866d17f9,0x7992e806,0x7992e806
VS_CloudPrimitive,0xfec5a29e,0x13a5d61,0x13a5d61
PS_CloudPrimitive,0x59f11596,0xa60eea69,0x260eea69
VS_PrimitiveTessellate,0xd3a9cad4,0x2c56352b,0x2c56352b
PrimitiveConstHS,0x66df7f6d,0x99208092,0x19208092
input_patch,0x5ad55e82,0xa52aa17d,0x252aa17d
PatchID,0x4e1e1f89,0xb1e1e076,0x31e1e076
SV_PrimitiveID,0x168064d7,0xe97f9b28,0x697f9b28
edge_tess,0x6f68fe2f,0x909701d0,0x109701d0
HS_PrimitiveTessellate,0xb1ecfc15,0x4e1303ea,0x4e1303ea
ctrl_pnt_id,0x81e24cca,0x7e1db335,0x7e1db335
DS_PrimitiveTessellate,0x540e4915,0xabf1b6ea,0x2bf1b6ea
PS_PrimitiveTessellate,0xa1589054,0x5ea76fab,0x5ea76fab
calcZOffset2D,0x331d6992,0xcce2966d,0x4ce2966d
FPrimitive2DVirtualScreen,0x8f44bc45,0x70bb43ba,0x70bb43ba
view_offset,0xddd6a8a9,0x22295756,0x22295756
vpsz_2,0x40735d5f,0xbf8ca2a0,0x3f8ca2a0
FPrimitive2DVirtualScreenFullScreen,0x6d2066aa,0x92df9955,0x12df9955
FPrimitive2DVirtualScreenPanScan,0x7da431a2,0x825bce5d,0x25bce5d
rr,0xe2db199b,0x1d24e664,0x1d24e664
FPrimitive2DVirtualScreenLetterBox,0xdb8fc4a8,0x24703b57,0x24703b57
FPrimitive2DCalcPos,0x91cba3ef,0x6e345c10,0x6e345c10
occ_scl,0x7f6d4ff1,0x8092b00e,0x92b00e
FPrimitive2DCalcPosPolyline,0x8da4283f,0x725bd7c0,0x725bd7c0
FPrimitive2DCalcPosSprite,0xbfb97d79,0x40468286,0x40468286
FPrimitive2DCalcPosLensFlare,0x6716891,0xf98e976e,0x798e976e
sat_of,0x5d2f6d72,0xa2d0928d,0x22d0928d
FPrimitive2DCalcTexCoord,0xe46e8591,0x1b917a6e,0x1b917a6e
half2,0x5647f412,0xa9b80bed,0x29b80bed
FPrimitive2DCalcTexCoordNormalize,0xdccaf207,0x23350df8,0x23350df8
FPrimitive2DCalcTexCoordTexel,0x4f9f8a35,0xb06075ca,0x306075ca
FPrimitive2DLensFlareIntensity,0xdd7b25c0,0x2284da3f,0x2284da3f
FPrimitive2DLensFlareIntensityDefault,0xeda382d7,0x125c7d28,0x125c7d28
h_pos,0x8396ebdb,0x7c691424,0x7c691424
ii,0xc1881bed,0x3e77e412,0x3e77e412
VS_Primitive2D,0x43c71994,0xbc38e66b,0x3c38e66b
PS_Primitive2D,0xbb055222,0x44faaddd,0x44faaddd
shade_pos,0x2fa982da,0xd0567d25,0x50567d25
ShdPosition,0x931cc72f,0x6ce338d0,0x6ce338d0
FWaterWPosProt,0x1a3d94f1,0xe5c26b0e,0x65c26b0e
ipos,0x18f2582b,0xe70da7d4,0x670da7d4
FWaterWPosProtFromModel,0xfda8fa3b,0x25705c4,0x25705c4
FWaterUnitProt,0xc43d728e,0x3bc28d71,0x3bc28d71
FWaterUnitProtFromModel,0xbf39a786,0x40c65879,0x40c65879
calcWavePhase,0x4099249,0xfbf66db6,0x7bf66db6
wp,0x71a28cf2,0x8e5d730d,0xe5d730d
phase_x,0x659a62b3,0x9a659d4c,0x1a659d4c
phase_z,0x8b94039f,0x746bfc60,0x746bfc60
dot_x,0xf9d0b9dc,0x62f4623,0x62f4623
dot_z,0x17ded8f0,0xe821270f,0x6821270f
calcWaveHeight,0xf64eb347,0x9b14cb8,0x9b14cb8
calcWavePlane,0x74076902,0x8bf896fd,0xbf896fd
center_h,0xf9a320a8,0x65cdf57,0x65cdf57
dx_h,0xb1a82e51,0x4e57d1ae,0x4e57d1ae
dz_h,0xb22cfa3f,0x4dd305c0,0x4dd305c0
FWaterDetailCoodinate,0xc78a3009,0x3875cff6,0x3875cff6
FWaterDetailWorldCoodinate,0x4960f6eb,0xb69f0914,0x369f0914
FWaterDetailTextureCoodinate,0x36b0e3a1,0xc94f1c5e,0x494f1c5e
FWaterRipple,0x9ba24be2,0x645db41d,0x645db41d
edge_scale,0x1d7d5b1,0xfe282a4e,0x7e282a4e
FWaterRippleFrustum,0x1750e422,0xe8af1bdd,0x68af1bdd
FWaterRippleDisable,0x11fe930f,0xee016cf0,0x6e016cf0
FWaterNormal,0x127342e3,0xed8cbd1c,0x6d8cbd1c
FWaterDetailNormal,0xc2b55fb8,0x3d4aa047,0x3d4aa047
nrm_tex,0xe76f4e64,0x1890b19b,0x1890b19b
nrm_t,0xb52faeb,0xf4ad0514,0x74ad0514
FWaterDetailNormalMulti,0x8dd0b917,0x722f46e8,0x722f46e8
nrm_tex2,0x50ed7402,0xaf128bfd,0x2f128bfd
nrm_t2,0x2d06d707,0xd2f928f8,0x52f928f8
calcFluctuation,0x431f430b,0xbce0bcf4,0x3ce0bcf4
ref,0x146f3ea3,0xeb90c15c,0x6b90c15c
edge_factor,0xbb66b9d3,0x4499462c,0x4499462c
dist_factor,0xce2bcf6b,0x31d43094,0x31d43094
view_rl,0xa4f85b6f,0x5b07a490,0x5b07a490
ref_rl,0x865a0201,0x79a5fdfe,0x79a5fdfe
flu,0x5a3ccf98,0xa5c33067,0x25c33067
FWaterCaustics,0x43678a6c,0xbc987593,0x3c987593
water_pos,0x4170e3a3,0xbe8f1c5c,0x3e8f1c5c
geom_pos,0x12743bb0,0xed8bc44f,0x6d8bc44f
ctex,0x1d7b2191,0xe284de6e,0x6284de6e
coef0,0x2097e893,0xdf68176c,0x5f68176c
coef1,0x5790d805,0xa86f27fa,0x286f27fa
FWaterCausticsDisable,0xd176396c,0x2e89c693,0x2e89c693
FWaterCausticsFilter,0x2825c11a,0xd7da3ee5,0x57da3ee5
FWaterReflection,0x65f4c510,0x9a0b3aef,0x1a0b3aef
rl_flu,0x9df99e5b,0x620661a4,0x620661a4
rl_tex,0x2d282eb1,0xd2d7d14e,0x52d7d14e
rl_col,0xd474a7b3,0x2b8b584c,0x2b8b584c
FWaterReflectionEnvironmentMap,0x9089bff5,0x6f76400a,0x6f76400a
FWaterRefraction,0xc9846095,0x367b9f6a,0x367b9f6a
flu_factor,0xe8f325f8,0x170cda07,0x170cda07
rr_flu,0x4229b7b8,0xbdd64847,0x3dd64847
rr_tex,0xf2f80752,0xd07f8ad,0xd07f8ad
rr_col,0xba48e50,0xf45b71af,0x745b71af
FWaterRefractionScene,0xc67c40e6,0x3983bf19,0x3983bf19
temp_col,0xa690ef9c,0x596f1063,0x596f1063
l_dist,0xd48f3973,0x2b70c68c,0x2b70c68c
l_wpos,0xfdc79103,0x2386efc,0x2386efc
l_depth,0x1023a8b9,0xefdc5746,0x6fdc5746
caustics,0xd79de68b,0x28621974,0x28621974
FWaterRefractionOcean,0x7326ff22,0x8cd900dd,0xcd900dd
FWaterBubbleCoordinate,0x5a81d803,0xa57e27fc,0x257e27fc
FWaterBubbleWorldCoordinate,0x989ab471,0x67654b8e,0x67654b8e
FWaterBubbleTextureCoordinate,0xc51e9aac,0x3ae16553,0x3ae16553
getBubbleColor,0x7be4776,0xf841b889,0x7841b889
bubble_col0,0xb8e1feb8,0x471e0147,0x471e0147
FWaterBubbleMask,0x878d9807,0x787267f8,0x787267f8
bubble_mask_not_use_param,0x7b235ce7,0x84dca318,0x4dca318
bubble_col,0x5331c721,0xacce38de,0x2cce38de
FWaterBubbleMapMask,0x8501895f,0x7afe76a0,0x7afe76a0
FWaterBubble,0xd8d6dbf0,0x2729240f,0x2729240f
fl_factor,0xc7538d89,0x38ac7276,0x38ac7276
FWaterBubbleNormal,0x4d3bb84e,0xb2c447b1,0x32c447b1
bubble_factor,0xaba32c55,0x545cd3aa,0x545cd3aa
bubble_rate,0xc3c0de6a,0x3c3f2195,0x3c3f2195
FWaterBubbleDepth,0x42e65b3d,0xbd19a4c2,0x3d19a4c2
FWaterBubbleHeight,0x99f335a5,0x660cca5a,0x660cca5a
FWaterShadow,0x4680a82a,0xb97f57d5,0x397f57d5
FWaterShadowDisable,0x11e336ef,0xee1cc910,0x6e1cc910
FWaterVolumeBlend,0x25b07800,0xda4f87ff,0x5a4f87ff
value,0x1d775834,0xe288a7cb,0x6288a7cb
FWaterVolumeBlendDisable,0xe0a2ac79,0x1f5d5386,0x1f5d5386
FWaterTransform,0x49480c1a,0xb6b7f3e5,0x36b7f3e5
wave_height,0x81b50a0,0xf7e4af5f,0x77e4af5f
WaterWindEffect,0xaef5257e,0x510ada81,0x510ada81
effect_wind,0xb16e6307,0x4e919cf8,0x4e919cf8
wind_direction,0x664df280,0x99b20d7f,0x19b20d7f
wind_param,0x22472aa1,0xddb8d55e,0x5db8d55e
FWaterWindTransform,0xf2968e3f,0xd6971c0,0xd6971c0
wp_wind,0x58defe2,0xfa72101d,0x7a72101d
p0_wind,0xcf72db00,0x308d24ff,0x308d24ff
p1_wind,0x42e08a5,0xfbd1f75a,0x7bd1f75a
FWaterTransformVTF,0x131b57a4,0xece4a85b,0x6ce4a85b
pa,0x54533ac7,0xabacc538,0x2bacc538
VS_Water,0xe55ea0e3,0x1aa15f1c,0x1aa15f1c
PS_Water,0x2331a964,0xdcce569b,0x5cce569b
detail_nrm,0xa4bdeb3d,0x5b4214c2,0x5b4214c2
ripple_nrm,0x700783c4,0x8ff87c3b,0xff87c3b
vtex,0x7abc863c,0x854379c3,0x54379c3
combine_col,0xbf2370aa,0x40dc8f55,0x40dc8f55
VS_WaterMask,0x36b7b995,0xc948466a,0x4948466a
PS_WaterMask,0xd98a1c75,0x2675e38a,0x2675e38a
FWaterCombiner,0x273cc122,0xd8c33edd,0x58c33edd
caustics_col,0x15b5c182,0xea4a3e7d,0x6a4a3e7d
VS_WaterShadowMap,0x35c2d787,0xca3d2878,0x4a3d2878
PS_WaterShadowMap,0x92f6608f,0x6d099f70,0x6d099f70
FWaterShadowFace,0x19feeb35,0xe60114ca,0x660114ca
FWaterShadowReceiveCascadeLSM,0x1a5cc1ef,0xe5a33e10,0x65a33e10
near_it,0xff0f4c83,0xf0b37c,0xf0b37c
middle_it,0xbc907d4c,0x436f82b3,0x436f82b3
far_it,0x8ebc7748,0x714388b7,0x714388b7
FWaterShadowReceiveSingleLSM,0x2b27e9e5,0xd4d8161a,0x54d8161a
FWaterShadowReceive,0x31d54a8f,0xce2ab570,0x4e2ab570
encodeRippleHeight,0x36a3a259,0xc95c5da6,0x495c5da6
decodeRippleHeight,0x6c7b00a2,0x9384ff5d,0x1384ff5d
VS_WaterRipple,0xcbf4f8b3,0x340b074c,0x340b074c
PS_WaterRipple,0x3336b305,0xccc94cfa,0x4cc94cfa
FWaterHeight2Normal,0xd21bcdad,0x2de43252,0x2de43252
right_h,0x31525c22,0xceada3dd,0x4eada3dd
below_h,0xc90fb766,0x36f04899,0x36f04899
deliver,0x56bd90b4,0xa9426f4b,0x29426f4b
VS_WaterWPosB,0x3f63cde9,0xc09c3216,0x409c3216
PS_WaterWPosB,0x9f861234,0x6079edcb,0x6079edcb
dummy,0x4ff4f23f,0xb00b0dc0,0x300b0dc0
FGUICalcPosition,0xfbf4b232,0x40b4dcd,0x40b4dcd
FGUICalcPosition2D,0x1507be22,0xeaf841dd,0x6af841dd
zpos,0x5a5ea05a,0xa5a15fa5,0x25a15fa5
FGUICalcPosition3D,0xc1c8f63,0xf3e3709c,0x73e3709c
zbias,0x1683ba34,0xe97c45cb,0x697c45cb
FGUICalcPositionDev,0x62f27cdf,0x9d0d8320,0x1d0d8320
FGUICalcPositionDev2D,0x820b4532,0x7df4bacd,0x7df4bacd
FGUICalcPositionDev3D,0x9b107473,0x64ef8b8c,0x64ef8b8c
FGUICalcUV,0x55b3fa7a,0xaa4c0585,0x2a4c0585
FGUICalcUVWrap,0x6430911d,0x9bcf6ee2,0x1bcf6ee2
FGUICalcUVClamp,0x3bafbf0b,0xc45040f4,0x445040f4
FGUICalcUVAlphaMask,0xbcd88b5d,0x432774a2,0x432774a2
FGUICalcUVAlphaMaskOn,0xe94dc803,0x16b237fc,0x16b237fc
FGUIGetVertexColor,0xbe933df4,0x416cc20b,0x416cc20b
FGUIGetVertexColorStatic,0x30eb977b,0xcf146884,0x4f146884
FGUICalcColorScaling,0x188af871,0xe775078e,0x6775078e
FGUICalcColorScalingOn,0x19702779,0xe68fd886,0x668fd886
FGUICalcColorAttribute,0x1f165b28,0xe0e9a4d7,0x60e9a4d7
FGUICalcColorAttributeOn,0x3dd634aa,0xc229cb55,0x4229cb55
coefficient,0x3f061b61,0xc0f9e49e,0x40f9e49e
satulation,0x13f6ce63,0xec09319c,0x6c09319c
FGUICalcColorAlphaMask,0x9dbd309d,0x6242cf62,0x6242cf62
FGUICalcColorAlphaMaskWrite,0x6c7ed74f,0x938128b0,0x138128b0
FGUICalcColorAlphaMaskApply,0xac3a210f,0x53c5def0,0x53c5def0
maskColor,0x896277a7,0x769d8858,0x769d8858
FGUICalcColor,0x653c5ff5,0x9ac3a00a,0x1ac3a00a
FGUITextureSampling,0x1950e300,0xe6af1cff,0x66af1cff
VS_GUI_Polygon,0x3fd1b588,0xc02e4a77,0x402e4a77
VS_GUI_Texture,0x7a1399e8,0x85ec6617,0x5ec6617
VS_GUI_Blend,0x26d0efb6,0xd92f1049,0x592f1049
VS_GUI_Dev,0x5d449b28,0xa2bb64d7,0x22bb64d7
PS_GUI_Polygon,0xc713fe3e,0x38ec01c1,0x38ec01c1
PS_GUI_Texture,0x82d1d25e,0x7d2e2da1,0x7d2e2da1
PS_GUI_Blend,0xc9ed4a56,0x3612b5a9,0x3612b5a9
go,0xb6689356,0x49976ca9,0x49976ca9
PS_GUI_Dev,0x505aeb6f,0xafa51490,0x2fa51490
FDegamma,0x60ccfcec,0x9f330313,0x1f330313
FDegammaDesable,0x46a9536e,0xb956ac91,0x3956ac91
FYUVDecoder,0x702f8ff,0xf8fd0700,0x78fd0700
FProjectionTextureColor,0xb2ffe509,0x4d001af6,0x4d001af6
FProjectionTextureColorR,0x2e099814,0xd1f667eb,0x51f667eb
FProjectionTextureColorG,0x43d47cff,0xbc2b8300,0x3c2b8300
FProjectionTextureColorB,0x33be8870,0xcc41778f,0x4c41778f
FProjectionTextureColorA,0xaab7d9ca,0x55482635,0x55482635
getProjectionTexture,0xb5cbeee6,0x4a341119,0x4a341119
tp,0x5a8fdf31,0xa57020ce,0x257020ce
z_fade,0xca29e5a2,0x35d61a5d,0x35d61a5d
uv_fade,0x2f15a488,0xd0ea5b77,0x50ea5b77
FProjectionTexture,0x30727485,0xcf8d8b7a,0x4f8d8b7a
VS_TextureBlend,0x330f5ab7,0xccf0a548,0x4cf0a548
PS_TextureBlend,0x11f58e45,0xee0a71ba,0x6e0a71ba
PS_TextureBlendCube,0xd4d6b509,0x2b294af6,0x2b294af6
convRot,0x6cf33a76,0x930cc589,0x130cc589
FGPUParticleCalcPos,0x7c1d87c7,0x83e27838,0x3e27838
FGPUParticleCalcPosParticle,0x11ea7b6e,0xee158491,0x6e158491
FGPUParticleCalcPosLineParticle,0xc8ae6d4f,0x375192b0,0x375192b0
dir_scl,0x8171865f,0x7e8e79a0,0x7e8e79a0
FGPUParticleCalcPosPolylineParticle,0x178ca377,0xe8735c88,0x68735c88
FGPUParticleIntensity,0xf3d2d62,0xf0c2d29d,0x70c2d29d
FGPUParticleIntensityDefault,0x8a2a1e06,0x75d5e1f9,0x75d5e1f9
FGPUParticleCalcTexCoord,0x585b1d1e,0xa7a4e2e1,0x27a4e2e1
FGPUParticleCalcTexCoordNone,0x4765e227,0xb89a1dd8,0x389a1dd8
FGPUParticleCalcTexCoordDefault,0xe5301602,0x1acfe9fd,0x1acfe9fd
total,0xc22fe15e,0x3dd01ea1,0x3dd01ea1
pat_idx,0x35d92d53,0xca26d2ac,0x4a26d2ac
base_uv,0x7ca9f354,0x83560cab,0x3560cab
FGPUParticleCalcTexCoordPolyline,0x374c94ff,0xc8b36b00,0x48b36b00
FGPUParticleSample,0xf82ee8ad,0x7d11752,0x7d11752
FGPUParticleSampleNoTexture,0xab81766,0xf547e899,0x7547e899
FGPUParticleSampleBaseMap,0x8a334bda,0x75ccb425,0x75ccb425
FGPUParticleSampleBaseMapLin,0xb4b776b3,0x4b48894c,0x4b48894c
FGPUParticleToneMap,0xa8b1045c,0x574efba3,0x574efba3
FGPUParticleToneMapDefault,0xf67fe8d8,0x9801727,0x9801727
FGPUParticleToneMapNone,0x7ca30314,0x835cfceb,0x35cfceb
FGPUParticleCalcDepthBlend,0x4be06add,0xb41f9522,0x341f9522
FGPUParticleCalcDepthBlendNone,0xf1acebb7,0xe531448,0xe531448
FGPUParticleCalcDepthBlendDefault,0x2b596f19,0xd4a690e6,0x54a690e6
FGPUParticleFogVS,0x73dcf090,0x8c230f6f,0xc230f6f
FGPUParticleFogVSColor,0x7076b03b,0x8f894fc4,0xf894fc4
FGPUParticleFogVSAlpha,0xc6c0c1b8,0x393f3e47,0x393f3e47
f_out,0x595de8f,0xfa6a2170,0x7a6a2170
FGPUParticleFogVSBlend,0xbdbd89fa,0x42427605,0x42427605
FGPUParticleFogPS,0x25865716,0xda79a8e9,0x5a79a8e9
FGPUParticleFogPSDefault,0x902cb2c6,0x6fd34d39,0x6fd34d39
FGPUParticleVSAlphaClip,0x758cb1fa,0x8a734e05,0xa734e05
FGPUParticleVSAlphaClipDefault,0x158c9139,0xea736ec6,0x6a736ec6
FGpuParticleLevelCorrection,0x7cdb73a4,0x83248c5b,0x3248c5b
FGpuParticleLevelCorrectionLinear,0x9a33dbce,0x65cc2431,0x65cc2431
FGpuParticleLevelCorrectionNeg,0x857bc668,0x7a843997,0x7a843997
FGpuParticleLevelCorrectionPos,0x73f674e5,0x8c098b1a,0xc098b1a
VS_GpuParticle,0x8da34a9e,0x725cb561,0x725cb561
VS_GpuParticle2,0xdefa304,0xf2105cfb,0x72105cfb
calcPos,0xd61eee06,0x29e111f9,0x29e111f9
GS_GpuParticle,0x761e9784,0x89e1687b,0x9e1687b
PS_GpuParticle,0x75610128,0x8a9efed7,0xa9efed7
o_color,0xbd3ee6a4,0x42c1195b,0x42c1195b
o_tex,0x5b82ae15,0xa47d51ea,0x247d51ea
VS_LightShaft,0x2cc189f2,0xd33e760d,0x533e760d
calcLightShaftSearchLength,0x4f87fd92,0xb078026d,0x3078026d
pt0,0xc63a3d1c,0x39c5c2e3,0x39c5c2e3
pt1,0xb13d0d8a,0x4ec2f275,0x4ec2f275
delta_t0,0x1299eef1,0xed66110e,0x6d66110e
delta_t1,0x659ede67,0x9a612198,0x1a612198
PS_LightShaft,0x8c24562f,0x73dba9d0,0x73dba9d0
eye_len,0x593ee605,0xa6c119fa,0x26c119fa
end_pos,0xf65823d1,0x9a7dc2e,0x9a7dc2e
end_tex,0x9c6cba0f,0x639345f0,0x639345f0
scene_depth,0xfdd57e1b,0x22a81e4,0x22a81e4
scene_pos,0x271799f9,0xd8e86606,0x58e86606
scene_vz,0x21356049,0xdeca9fb6,0x5eca9fb6
current_tex,0xe3118044,0x1cee7fbb,0x1cee7fbb
delta_tex,0x81b8e4f6,0x7e471b09,0x7e471b09
current_decay,0x1dd8b0a2,0xe2274f5d,0x62274f5d
delta_decay,0x81f4bb70,0x7e0b448f,0x7e0b448f
decay_scale,0x6ba77b65,0x9458849a,0x1458849a
decay_add,0x638cd7e1,0x9c73281e,0x1c73281e
FMarkPoint,0xea304e42,0x15cfb1bd,0x15cfb1bd
FMarkLine,0x2cb2d00c,0xd34d2ff3,0x534d2ff3
FMarkLoopPoint,0x59285873,0xa6d7a78c,0x26d7a78c
FMarkLoopLine,0x52decff4,0xad21300b,0x2d21300b
FMarkDisable,0xc93213d4,0x36cdec2b,0x36cdec2b
FMark,0xf693d8a7,0x96c2758,0x96c2758
FGrassMaterialNormal,0x8661398a,0x799ec675,0x799ec675
FGrassInput,0x64f56af8,0x9b0a9507,0x1b0a9507
FGrassCompressedInput,0xd10c58f9,0x2ef3a706,0x2ef3a706
FGrassPosition,0xff3d9ca1,0xc2635e,0xc2635e
FGrassBillboardPosition,0xbf001e5,0xf40ffe1a,0x740ffe1a
FGrassChainPosition,0x2b99b294,0xd4664d6b,0x54664d6b
FGrassUV,0x833d2968,0x7cc2d697,0x7cc2d697
FGrassBillboardUV,0x1fc8cbb7,0xe0373448,0x60373448
FGrassChainUV,0x51c804c9,0xae37fb36,0x2e37fb36
